Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompanyLoyaltyRatio,PositionStagnationRatio,ManagementStabilityRatio,JobLevelSalaryRatio,DepartmentSalaryRatio,EducationReturnRatio
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,No,24,4,1,1,10,2,3,10,9,8,9,1.0,0.8,0.9,0.9109473539607534,1.4237605453951472,1.4362468776944657
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,1.0,0.6190476190476191,0.14285714285714285,1.0041775031036764,3.068177706681793,3.09508552241169
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0,0.08333333333333333,0.0,0.0,0.9519694944142977,0.7526756795157922,0.8412234312158796
33,No,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,0.7777777777777778,0.0,0.14285714285714285,0.8509204224604318,0.6727811247600113,0.7183996244509271
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,No,11,3,2,1,21,2,3,3,2,1,1,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.9535309416146367,2.9134315085241185,2.210773493872805
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,7,0,0,1.0,0.0,0.0,0.9554226101825053,0.8369349420935132,0.7694219386194073
27,No,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,1,Yes,13,3,4,1,6,0,3,5,4,1,4,0.8333333333333334,0.2,0.8,1.1538858953868607,0.9123210937849875,1.1255953454854901
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,No,12,3,4,0,20,4,2,4,3,0,3,0.2,0.0,0.75,0.8849063513370018,0.775163825956499,0.7126337110781614
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,No,16,3,1,1,10,1,2,1,0,0,0,0.1,0.0,0.0,1.0170870322372942,1.5896510170826952,1.532084632666063
45,No,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,No,14,3,1,2,12,3,3,10,9,9,8,0.8333333333333334,0.9,0.8,0.6719036313191407,0.5885768462848998,0.5410981371649133
40,No,Travel_Rarely,1124,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2,0.6666666666666666,0.0,0.5,1.355257067553917,1.0715354223270832,1.197595098621003
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,1.0,0.0,1.0,0.76033886320909,0.3373530801400332,0.31013983030902115
29,No,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,1,No,17,3,3,0,4,2,3,3,2,2,2,0.75,0.6666666666666666,0.6666666666666666,1.4291787126766426,0.6341091638498122,0.4811754549778897
30,No,Travel_Rarely,570,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,1.0,0.1,0.2,1.1119032773628623,0.8791274927983231,0.9387374844918351
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,1.0,0.0,0.875,1.1293505991390695,0.8929222360655084,0.9094898091270682
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,0.75,0.0,0.6666666666666666,1.153522409516523,1.0104672013444034,1.0193289648581878
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,1,Yes,14,3,2,1,12,3,3,11,10,2,9,0.9166666666666666,0.18181818181818182,0.8181818181818182,1.1724258128243623,1.8324369761263717,1.8485073870360393
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,1.0,0.36363636363636365,0.9090909090909091,0.7275966621202797,1.137193511769824,1.0454595601214431
29,No,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,1.0,0.14285714285714285,1.0,1.502650587975833,1.1880722638863248,1.4658091536421534
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,1,No,13,3,4,0,17,5,3,16,6,0,13,0.9411764705882353,0.0,0.8125,0.824568805804797,1.288755631776106,1.18479562357316
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,1.0,0.0,0.5,1.042012297668333,0.462328147582188,0.5148415314679262
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,0.625,0.2,0.4,1.0962733849383435,0.9603179704599717,0.9255417630687724
47,No,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,0.0,1.0,1.0,0.5408669750624189,0.42763704128274105,0.5276061975373789
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,No,14,3,2,0,16,2,3,1,0,0,0,0.0625,0.0,0.0,1.0314901840755846,2.5459888898534264,1.9319502575963876
29,No,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,1.0,0.0,0.5,0.8449229055998606,0.6680391817619163,0.7133361499513798
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,1,Yes,11,3,3,1,4,5,3,3,2,1,0,0.75,0.3333333333333333,0.0,0.9673778080281769,0.40513889617731386,0.4779658294895072
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,No,13,3,3,1,8,4,3,8,0,0,7,1.0,0.0,0.875,0.8504025983037015,0.3773132609400088,0.3636495322402173
48,No,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504,23978,3,No,21,4,2,1,15,3,1,0,0,0,0,0.0,1.0,1.0,1.2736761393184906,1.7967653105508716,2.216797007394955
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,0.5384615384615384,0.8571428571428571,1.0,1.0857322946985517,0.9510841438209335,0.916642323039265
30,No,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,0.5,1.0,1.0,0.8607345409595483,0.680540667847803,0.7606021707213451
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,1.0,0.875,0.875,0.9625105846540895,0.7610100035730499,0.8126109378667471
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,0.07142857142857142,0.0,0.0,1.2323988433797923,1.07956169722962,0.9924767292711054
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,1.0,0.3333333333333333,0.6666666666666666,0.7800739446043237,0.31239345690479803,0.385422000485975
36,No,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,0.14285714285714285,0.0,0.0,1.209135747678183,0.9560044474644073,0.8037309319527743
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,0.8125,0.07692307692307693,0.9230769230769231,0.9879546445337524,1.3937001557128041,1.4195593271199605
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,0.2,0.3333333333333333,0.6666666666666666,1.227673527065403,1.07542239563281,0.9886713325801972
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,0.7,0.14285714285714285,1.0,0.794067911411853,0.3523182474515778,0.3238978029607663
21,No,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,1.0,0.6666666666666666,0.6666666666666666,0.9365193171192662,0.37504458257659745,0.41916631452337644
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,1.0,0.0,0.0,1.0229948555965624,0.40967513598692695,0.43745350903664953
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,0.29411764705882354,0.0,0.6,1.2386454722972058,0.5495718889303419,0.5296701203768903
46,No,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,0.14285714285714285,0.0,0.0,0.9556043531176741,0.8370941460010828,0.7695683000305962
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,1.0,0.875,0.875,1.7002051585043443,1.3442689923387239,1.4354183013110686
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,0.2,0.25,0.75,1.0691382564208955,1.671004213850773,1.6104917680984474
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,0.75,0.16666666666666666,0.0,1.1595199263770941,0.9167756462983494,1.02462876883492
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,1,Yes,16,3,4,0,3,5,3,2,2,2,2,0.6666666666666666,1.0,1.0,0.9533838412206476,0.42300478241249084,0.38888226952858385
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,1.0,0.0,0.0,0.9745542012628072,0.3902762782674478,0.416739295174865
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,0.5,0.3333333333333333,0.6666666666666666,0.7897620754710747,0.35040780056074233,0.33771840525768704
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,0.1,0.0,0.0,1.188598796004106,1.0411935555053407,0.9572036291746099
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,1.0,0.0,0.8,1.3692558291674788,0.607522111285685,0.6128500598548676
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,1.0,0.0,1.0,0.95469563844183,0.7548311081512898,0.7688364929746523
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,0.19230769230769232,0.0,0.0,1.1169112977948856,1.7456708465009267,1.682454481440499
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,0.3888888888888889,0.0,1.0,0.897083127993313,0.7092797163211054,0.7927221948227533
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,0.3333333333333333,1.0,1.0,0.9124783997832544,0.40485553694955373,0.39019441370754115
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,0.5555555555555556,0.0,0.8,0.96396452813544,0.762159565511982,0.8138384468363343
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,0.16666666666666666,0.2,0.4,1.0745119420031994,2.6521778962023657,2.5561339905442106
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,1.0,0.0,0.6,0.7742249038191883,0.612141732481343,0.6234996116641954
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,1.0,0.0,0.0,0.8884374824472425,0.35578942009948483,0.4389626831661795
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,1,No,22,4,3,0,7,2,3,6,4,0,4,0.8571428571428571,0.0,0.6666666666666666,1.1130585906911739,0.4938505212809735,0.5499443631589211
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,1.0,0.5,1.0,0.80519132092553,0.3572535685862362,0.3443162659692184
36,No,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,1.0,0.9,0.0,0.773739919566799,1.0915090610160285,1.2199185153714818
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,0.3333333333333333,0.0,0.0,0.8199029270565223,0.36378092879659074,0.3506072494383529
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,1.0,0.6666666666666666,0.9444444444444444,1.0886588536934305,0.4830246555662391,0.4655327767159575
40,No,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,0.625,0.2,0.6,1.0386608744898265,0.8212183101246187,0.9178296886977381
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,0.625,0.2,0.4,0.9243194486203945,0.4101092658993513,0.3770269952222928
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,0.05555555555555555,0.0,1.0,0.7627750989035523,0.6681788000697118,0.6142788427593024
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,1.0,0.12,0.36,0.9246775437035757,2.282347218918129,2.1996960735003186
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,0.05,0.0,0.0,0.6266496404621036,0.5489350733000634,0.5290563658920967
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,0.16666666666666666,0.25,0.5,1.0111596422389968,3.0895110302961224,3.1166059385596334
34,No,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,0.5,0.3333333333333333,0.6666666666666666,1.1882353101337684,0.9394794945922583,0.9569109063522323
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,1.0,0.23076923076923078,0.9230769230769231,0.7825850788369542,0.6855320259948008,0.6915441189033176
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,0.375,0.3333333333333333,0.6666666666666666,0.8102147961897713,0.3594824232922109,0.34646440666599604
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,0.625,0.0,0.4,0.82184155283342,0.7199200700298396,0.6618463013956554
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,1.0,0.2,0.6,0.8154805501025112,0.6447605524985414,0.720612740715092
37,No,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,0.8666666666666667,0.7692307692307693,0.5384615384615384,0.808574318566096,0.708298184777257,0.5374716543300606
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,1.0,0.75,0.5,0.7958620097205105,0.35311426698942594,0.35621106728461643
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,1.0,0.047619047619047616,0.2857142857142857,1.0002695894085345,3.0562374136140713,3.4033790907678303
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,0.19444444444444445,1.0,1.0,0.8521791090549415,1.8985015421463625,2.0272310632733124
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,1,No,11,3,2,0,6,6,3,5,4,4,4,0.8333333333333334,0.8,0.8,1.1953232846053523,0.9450836090445524,1.0091658116219024
41,No,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,1.0,0.0,0.7,0.8548216699584751,1.2058904739397724,1.2876569090970056
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,1.0,0.1,0.8,0.8283842984994977,0.725651410702346,0.7320153492710919
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,0.3333333333333333,0.0,1.0,1.4464020564397555,0.6417509514131542,0.6185110820507662
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,0.17857142857142858,0.0,0.8,0.8117342573759637,1.2686959394223334,1.2227523723300808
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,0.25,0.0,1.0,0.9523073822354531,0.422527170689782,0.4262327198256862
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,0.16129032258064516,0.2,0.8,1.0678039017866,2.635620689815125,2.65873499499406
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,0.2631578947368421,0.0,0.4,0.82802081262916,0.7253330028872068,0.7316941490300778
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,0.45454545454545453,0.0,0.4,1.1069962181133042,0.9697110010065796,0.9345946417194783
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,0.8787878787878788,0.3793103448275862,0.3448275862068966,1.019496524788633,3.1149836555072623,3.002180062367971
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,0.5263157894736842,0.0,0.8,0.8741835181620412,0.7657707954098912,0.7380397679643228
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,1,No,11,3,4,3,7,4,4,6,5,0,4,0.8571428571428571,0.0,0.6666666666666666,0.8220232957685889,0.7200792739374092,0.6619926628068441
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,0.8333333333333334,0.2,0.8,1.1489405568643258,0.4601121660575728,0.567673066033161
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,1,No,16,3,4,1,3,3,2,2,2,1,0,0.6666666666666666,0.5,0.0,0.8435850247308027,0.33782751480367074,0.37757088331205285
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,1.0,0.0,0.0,0.6107110642670464,0.27096505068349996,0.2733414051029834
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,1,No,14,3,4,0,21,2,3,20,15,1,12,0.9523809523809523,0.05,0.6,0.9400356129874132,2.592405867534251,2.640506219256749
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,1.0,0.0,0.6666666666666666,1.0355535437571657,0.45946247724593475,0.4428238607785937
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,0.5555555555555556,0.2,0.8,0.7524448306509967,0.33385059417350144,0.321760788653053
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,1.0,0.0,0.7,1.2157169483978074,1.900098636843462,1.7468234425380686
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,0.3333333333333333,0.5,0.5,0.9135548587684489,0.4053331486722626,0.30757537242623834
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,1.0,0.0,0.0,0.9200136126796163,0.38530271876803884,0.41177870898005253
30,No,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,1,No,11,3,3,0,10,3,3,9,8,7,8,0.9,0.7777777777777778,0.8888888888888888,0.8568588998678137,1.2087643787871027,1.2311921909200028
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,0.03125,0.0,0.0,0.9106164594033958,2.0286894317304225,2.1662464540790665
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,1,No,15,3,2,1,28,2,3,27,10,15,7,0.9642857142857143,0.5555555555555556,0.25925925925925924,1.0994735916553537,2.71378980843181,2.4948766151239146
30,No,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,1,No,14,3,3,0,12,2,2,11,7,6,7,0.9166666666666666,0.5454545454545454,0.6363636363636364,0.9200136126796163,0.40819881900851585,0.3934166247527076
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,0.8181818181818182,0.7222222222222222,0.6111111111111112,1.0457101124635015,1.4751753581346168,1.5752008852228145
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,0.25,0.0,0.8,0.9214366813059354,0.8071638113779934,0.8142426109706967
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,0.11538461538461539,0.0,0.3333333333333333,1.1520414068142832,2.8435409931010533,2.740567213224692
