Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompanyLoyaltyRatio,PositionStagnationRatio,ManagementStabilityRatio,JobLevelSalaryRatio,DepartmentSalaryRatio,EducationReturnRatio,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
39,0,1218,1,1,2,0,52,3,5,3,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,1.0,0.0476190476190476,0.2857142857142857,1.0002695894085345,3.0562374136140718,3.4033790907678303,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
56,0,906,6,3,3,1,86,4,4,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,0.1944444444444444,1.0,1.0,0.8521791090549415,1.8985015421463625,2.0272310632733124,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,0,1082,12,3,2,1,83,3,2,3,6577,19558,1,0,11,3,2,0,6,6,3,5,4,4,4,0.8333333333333334,0.8,0.8,1.1953232846053523,0.9450836090445524,1.0091658116219024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
41,0,645,1,3,2,0,49,4,3,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,1.0,0.0,0.7,0.8548216699584751,1.2058904739397724,1.2876569090970056,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,0,1300,17,2,3,0,79,3,2,1,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,1.0,0.1,0.8,0.8283842984994977,0.725651410702346,0.7320153492710919,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,1,688,3,3,1,0,91,3,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,0.3333333333333333,0.0,1.0,1.4464020564397555,0.6417509514131542,0.6185110820507662,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
52,0,319,3,3,4,0,39,2,3,3,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,0.1785714285714285,0.0,0.8,0.8117342573759637,1.2686959394223334,1.2227523723300808,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45,0,192,10,2,1,0,69,3,1,4,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,0.25,0.0,1.0,0.9523073822354532,0.422527170689782,0.4262327198256862,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52,0,1490,4,2,4,1,30,3,4,4,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,0.1612903225806451,0.2,0.8,1.0678039017866,2.635620689815125,2.65873499499406,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42,0,532,29,2,1,1,92,3,2,3,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,0.2631578947368421,0.0,0.4,0.82802081262916,0.7253330028872068,0.7316941490300778,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,0,317,2,3,3,1,43,1,2,4,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,0.4545454545454545,0.0,0.4,1.1069962181133042,0.9697110010065796,0.9345946417194784,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60,0,422,7,3,1,1,41,3,5,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,0.8787878787878788,0.3793103448275862,0.3448275862068966,1.019496524788633,3.1149836555072623,3.002180062367971,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
46,0,1485,18,3,3,1,87,3,2,3,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,0.5263157894736842,0.0,0.8,0.8741835181620412,0.7657707954098912,0.7380397679643228,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
42,0,1368,28,4,4,1,88,2,2,4,4523,4386,1,0,11,3,4,3,7,4,4,6,5,0,4,0.8571428571428571,0.0,0.6666666666666666,0.8220232957685889,0.7200792739374092,0.6619926628068441,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
24,1,1448,1,1,1,1,62,3,1,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,0.8333333333333334,0.2,0.8,1.1489405568643258,0.4601121660575728,0.567673066033161,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
34,1,296,6,2,4,1,33,1,1,3,2351,12253,1,0,16,3,4,1,3,3,2,2,2,1,0,0.6666666666666666,0.5,0.0,0.8435850247308027,0.3378275148036707,0.3775708833120528,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38,0,1490,2,2,4,0,42,3,1,4,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,1.0,0.0,0.0,0.6107110642670464,0.2709650506834999,0.2733414051029834,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,0,1398,2,4,3,1,79,3,5,3,18041,13022,1,0,14,3,4,0,21,2,3,20,15,1,12,0.9523809523809524,0.05,0.6,0.9400356129874132,2.592405867534251,2.640506219256749,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,0,1349,23,3,1,1,90,3,1,4,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,1.0,0.0,0.6666666666666666,1.0355535437571657,0.4594624772459347,0.4428238607785937,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,0,1400,3,3,3,0,53,3,1,4,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,0.5555555555555556,0.2,0.8,0.7524448306509967,0.3338505941735014,0.321760788653053,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29,0,986,3,4,2,0,93,2,3,3,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,1.0,0.0,0.7,1.2157169483978074,1.900098636843462,1.7468234425380686,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29,1,408,25,5,3,1,71,2,1,2,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,0.3333333333333333,0.5,0.5,0.9135548587684488,0.4053331486722626,0.3075753724262383,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
19,1,489,2,2,1,0,52,2,1,4,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,1.0,0.0,0.0,0.9200136126796165,0.3853027187680388,0.4117787089800525,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
30,0,1398,22,4,3,1,69,3,3,1,8412,2890,1,0,11,3,3,0,10,3,3,9,8,7,8,0.9,0.7777777777777778,0.8888888888888888,0.8568588998678137,1.2087643787871027,1.2311921909200028,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
57,0,210,29,3,1,0,56,2,4,4,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,0.03125,0.0,0.0,0.9106164594033958,2.0286894317304225,2.1662464540790665,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
50,0,1099,29,4,2,0,88,2,4,3,17046,9314,1,0,15,3,2,1,28,2,3,27,10,15,7,0.9642857142857144,0.5555555555555556,0.2592592592592592,1.0994735916553535,2.71378980843181,2.4948766151239146,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,0,1116,2,3,3,1,49,3,1,4,2564,7181,1,0,14,3,3,0,12,2,2,11,7,6,7,0.9166666666666666,0.5454545454545454,0.6363636363636364,0.9200136126796165,0.4081988190085158,0.3934166247527076,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
60,0,1499,28,3,3,1,80,2,3,1,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,0.8181818181818182,0.7222222222222222,0.6111111111111112,1.0457101124635015,1.4751753581346168,1.5752008852228143,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47,0,983,2,2,1,1,65,3,2,4,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,0.25,0.0,0.8,0.9214366813059354,0.8071638113779934,0.8142426109706967,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46,0,1009,2,3,1,0,51,3,4,3,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,0.1153846153846153,0.0,0.3333333333333333,1.1520414068142832,2.8435409931010533,2.740567213224692,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35,0,144,22,3,4,0,46,1,1,3,4230,19225,1,0,15,3,3,0,6,2,3,5,4,4,3,0.8333333333333334,0.8,0.6,1.517807169124328,0.6734325290195093,0.6490453676692486,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
54,0,548,8,4,3,1,42,3,2,3,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,0.0526315789473684,0.0,0.0,0.6869882949381529,0.6017907706131785,0.5532461342935818,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,0,1303,2,4,4,0,62,2,1,3,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,0.5,0.7142857142857143,1.0,0.9932128236728462,0.4406764161527191,0.4051283861705382,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
46,0,1125,10,3,3,1,94,2,3,4,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,0.2,0.3333333333333333,0.6666666666666666,0.9239856253805204,1.3034595435066345,1.391841732890722,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,1274,9,1,3,0,33,3,3,2,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,1.0,0.0,0.6153846153846154,1.0846212037318688,1.695203207801356,1.8877522820490624,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33,1,1277,15,1,2,0,56,3,3,3,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,0.4666666666666667,1.0,1.0,1.386334953304915,2.166765182022582,2.412876461184048,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
33,1,587,10,1,1,0,38,1,1,4,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,0.5,0.25,0.75,1.2228574071810188,0.5425669169972784,0.6041941939540951,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30,0,413,7,1,4,0,57,3,1,2,2983,18398,1,0,14,3,1,0,4,3,3,3,2,1,2,0.75,0.3333333333333333,0.6666666666666666,1.070359050945123,0.4286429079793066,0.5288472067385757,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,0,1276,16,3,4,0,72,3,3,3,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,0.8,0.0,0.0,0.7774069334036084,1.21504422257137,1.1710435569862188,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,1,534,20,3,1,0,66,3,3,3,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,0.0833333333333333,0.0,0.0,1.0006873314671183,1.5640191879639858,1.50738101465312,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,1,988,23,3,2,1,43,3,3,1,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,0.2727272727272727,0.0,0.6666666666666666,1.0135218798959518,1.4952270092597453,1.526714280924119,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42,0,1474,5,2,2,0,97,3,1,3,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,0.25,1.0,0.0,0.7510095520040706,0.3332137785432229,0.3361360522212363,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36,0,635,10,4,2,0,32,3,3,4,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,1.0,0.9,0.7,1.0165777247599597,1.4340785188177942,1.4606868836640072,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,1,1368,4,1,3,0,99,2,1,3,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,0.5,0.5,1.0,1.3972437627825374,0.6199400160761157,0.690355689922901,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
48,0,163,2,5,2,1,37,3,2,4,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,0.6428571428571429,0.6666666666666666,0.7777777777777778,0.7362406303689042,0.5821094268267419,0.4893903510206958,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
55,0,1117,18,5,1,1,83,3,4,2,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,0.2702702702702703,0.7,0.7,1.0858640100620602,2.419109405240237,2.0337908070682333,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41,0,267,10,2,4,0,56,3,2,4,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,0.875,0.0714285714285714,0.7142857142857143,1.1322584861017706,0.8952213599433725,1.000538750758864,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,0,619,1,3,2,0,85,3,2,3,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,0.7333333333333333,0.5454545454545454,0.8181818181818182,0.8572814251913407,0.6778104582428391,0.7237699761928713,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,302,6,3,2,1,75,3,4,3,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,0.9090909090909092,0.25,0.65,0.8537916187223933,2.107382124499112,2.0310670288032724,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,0,443,8,1,3,1,48,3,1,3,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,1.0,0.0,0.875,1.347367829801856,0.597810672923938,0.6657127929277076,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,0,828,2,1,2,0,77,3,2,4,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,0.6,0.0,0.8333333333333334,1.1962319992811965,0.9458020852563848,1.166903223182469,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,319,24,3,4,0,56,3,3,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,1.0,0.5,0.8,0.7543862354280823,1.1790641394606352,1.1363664285953794,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45,0,561,2,3,4,0,61,3,2,2,4805,16177,1,0,19,3,2,1,9,3,4,8,7,3,7,0.8888888888888888,0.375,0.875,0.8732748034861971,0.6904556395710922,0.7372725748583308,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
26,1,426,17,4,2,1,58,3,1,3,2741,22808,1,1,11,3,2,1,8,2,2,7,7,1,0,0.875,0.1428571428571428,0.0,0.9835246928060952,0.4119012293850213,0.4011766280684412,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,0,232,19,3,4,0,34,3,2,4,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,0.375,0.3333333333333333,0.6666666666666666,0.7745883896895259,0.6785270540617373,0.6539554035475975,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
33,0,922,1,5,1,1,95,4,4,3,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,0.6,0.0,0.8333333333333334,1.0438742583216147,2.576556040106794,1.95514525818784,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,0,688,7,3,3,0,44,2,3,4,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,0.5,0.0,0.2,1.177213303111308,1.6606859160297842,1.773290145189954,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18,1,1306,5,3,2,0,69,3,1,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,1.0,1.0,1.0,0.6738633247317939,0.2698596651643103,0.2881577306106025,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,0,1094,28,3,3,0,58,1,3,1,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,0.05,0.0,1.0,1.113549868444477,1.570876389550714,1.6773910069409517,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
41,0,509,2,4,1,1,62,2,2,3,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,0.8,0.0,0.875,1.237851131434857,1.0843378144567088,0.9968675716067688,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
26,0,775,29,2,1,0,45,3,2,3,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,0.0,1.0,1.0,0.7825850788369542,0.6187517136302025,0.6915441189033176,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,195,1,3,1,1,80,3,2,3,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,1.0,0.0,0.6,0.8830889219853135,0.6982151826588839,0.7455582604030446,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,0,258,21,4,4,0,74,4,2,4,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,1.0,0.5,0.7,0.9699620449960112,0.7669015085100769,0.7811308515145097,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
26,1,471,24,3,3,0,66,1,1,4,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,1.0,0.0,0.0,0.8396380084517558,0.37253714371292,0.3590463736042651,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
37,0,799,1,3,2,1,59,3,3,4,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,0.5,0.1666666666666666,0.3333333333333333,0.7630444625427714,1.1925964716040531,1.1494087113972438,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
46,0,1034,18,1,1,1,86,3,3,3,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,0.0714285714285714,0.5,1.0,1.0722959627803703,1.6759395349854314,1.8663005515712323,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
41,0,1276,2,5,2,1,91,3,4,1,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,0.8181818181818182,0.6111111111111112,0.4444444444444444,1.0703839172545226,2.384622547072274,2.004797056328918,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37,0,142,9,4,1,0,69,3,3,2,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,1.0,0.7777777777777778,0.7777777777777778,0.8998444509548581,1.2694037710657708,1.2929567064416672,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
52,0,956,6,2,4,0,78,3,2,1,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,0.5555555555555556,0.6,0.9,1.0135803494365287,0.8878801925157929,0.8956668720677664,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
32,1,1474,11,4,4,0,60,4,2,3,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,0.6666666666666666,0.25,0.5,0.8554639958396524,0.6763735058191741,0.6889231624655794,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
24,0,535,24,3,4,0,38,3,1,4,2400,5530,1,0,13,3,3,2,3,3,3,2,2,2,1,0.6666666666666666,1.0,0.5,0.8611671881556471,0.3448685816796298,0.3682526908761694,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38,0,1495,10,3,3,1,76,3,2,3,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,0.0555555555555555,0.0,0.0,1.7854425950985224,1.5640191879639858,1.50738101465312,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37,0,446,1,4,2,1,65,3,2,2,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,0.75,0.6666666666666666,0.5,1.1716967030334051,1.0263875921013657,0.9435920179340536,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
49,0,1245,18,4,4,0,58,2,5,3,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,1.0,0.0,0.2903225806451613,1.0161617717687783,3.1047946054228066,2.854340241003554,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24,0,691,23,3,2,0,89,4,1,4,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,1.0,0.1666666666666666,0.6666666666666666,0.9777835782183908,0.4338306481272252,0.4181202427656507,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,0,703,28,2,1,0,66,3,2,2,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,0.8333333333333334,0.2,0.8,1.139891689378861,0.901256560122766,1.0072839558201598,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,0,823,17,2,4,0,94,2,1,2,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,1.0,0.0,0.0,0.7632094205029423,0.3386267114005901,0.3415964563184757,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
50,0,1246,3,3,1,0,99,3,5,2,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,1.0,0.3125,0.21875,0.948320390021114,2.7349880973394334,2.792582905810951,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25,0,622,13,1,2,0,40,3,1,3,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,1.0,0.0,0.8571428571428571,0.7520860109892651,0.3011852280002101,0.3715936122440679,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24,1,1287,7,3,1,1,55,3,1,3,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,1.0,0.1666666666666666,0.3333333333333333,1.0355535437571657,0.4594624772459347,0.4428238607785937,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,1,448,12,4,2,0,74,2,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,1.0,0.0,0.0,0.7294803723001794,0.2921324277311198,0.2975527489467862,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34,0,254,1,2,2,0,83,2,1,4,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,1.0,0.1666666666666666,0.5,1.299644814791564,0.576636553217178,0.5816936364765017,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,1,1365,13,4,2,0,46,3,2,1,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.76931784456963,0.6082619609374472,0.6195478535620984,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,538,25,2,1,0,54,2,2,4,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,0.3333333333333333,0.0,0.6666666666666666,0.6689957443564394,0.5860295837637858,0.5911690435864171,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
31,0,525,6,4,1,0,66,4,2,4,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,0.5384615384615384,0.7142857142857143,1.0,0.9923164260217764,0.784576023321158,0.7991333050907293,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,0,798,6,4,1,1,66,2,1,3,2187,5013,1,0,12,3,3,2,6,5,2,5,3,0,3,0.8333333333333334,0.0,0.6,0.7847386002068334,0.3481789458547676,0.3200924062698581,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37,0,558,2,3,4,0,75,3,2,3,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,0.1764705882352941,0.3333333333333333,0.0,1.7450956634910435,1.3797617172032526,1.4733176407470745,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20,0,959,1,3,4,1,83,2,1,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,1.0,0.0,0.0,1.0176125606705897,0.4515022818674535,0.4351519297186735,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,622,2,4,3,1,81,3,2,4,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,1.0,0.2,0.2,0.7431468619053194,0.6509847780521923,0.5984718103509143,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
43,0,782,6,4,2,0,50,2,4,4,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,0.0476190476190476,0.0,0.0,1.0724479296288612,2.6470833711601376,2.4335511838358164,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
38,0,362,1,1,3,1,43,3,1,1,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,0.0,1.0,1.0,0.9397486940748498,0.4169550339248452,0.4643147282763425,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
